0.194870  -0.60     0.00      0.40      6.2927e+04
0.194870  -0.30     0.00      0.40      6.2927e+04
0.194870  0.00      0.00      0.40      6.2927e+04
0.194870  0.30      0.00      0.40      6.2927e+04
0.200280  -0.90     -1.80     0.40      6.6111e+04
0.200280  -0.60     -1.80     0.40      6.6111e+04
0.200280  -0.30     -1.80     0.40      6.6111e+04
0.200280  0.00      -1.80     0.40      6.6111e+04
0.200280  0.30      -1.80     0.40      6.6111e+04
0.200280  0.60      -1.80     0.40      6.6111e+04
0.200280  0.90      -1.50     0.40      6.6111e+04
0.200280  0.60      -1.50     0.40      6.6111e+04
0.200280  0.30      -1.50     0.40      6.4128e+04
0.200280  0.00      -1.50     0.40      6.4128e+04
0.200280  -0.30     -1.50     0.40      6.4128e+04
0.200280  -0.60     -1.50     0.40      6.4128e+04
0.200280  -0.90     -1.50     0.40      6.6111e+04
0.200280  -1.20     -1.50     0.40      6.6111e+04
0.200280  -1.20     -1.20     0.40      6.6111e+04
0.200280  -0.90     -1.20     0.40      6.4128e+04
0.200280  -0.60     -1.20     0.40      6.4128e+04
0.200280  -0.30     -1.20     0.40      6.4128e+04
0.200280  0.00      -1.20     0.40      6.4128e+04
0.200280  0.30      -1.20     0.40      6.4128e+04
0.200280  0.60      -1.20     0.40      6.4128e+04
0.200280  0.90      -1.20     0.40      6.6111e+04
0.200280  1.20      -0.90     0.40      6.6111e+04
0.200280  0.90      -0.90     0.40      6.4128e+04
0.200280  0.60      -0.90     0.40      6.4128e+04
0.200280  0.30      -0.90     0.40      6.4128e+04
0.200280  0.00      -0.90     0.40      6.4128e+04
0.200280  -0.30     -0.90     0.40      6.4128e+04
0.200280  -0.60     -0.90     0.40      6.4128e+04
0.200280  -0.90     -0.90     0.40      6.4128e+04
0.200280  -1.20     -0.90     0.40      6.4128e+04
0.200280  -1.50     -0.90     0.40      6.6111e+04
0.200280  -1.80     -0.60     0.40      6.6111e+04
0.200280  -1.50     -0.60     0.40      6.4128e+04
0.200280  -1.20     -0.60     0.40      6.4128e+04
0.200280  -0.90     -0.60     0.40      6.4128e+04
0.200280  -0.60     -0.60     0.40      6.4128e+04
0.200280  -0.30     -0.60     0.40      6.4128e+04
0.200280  0.00      -0.60     0.40      6.4128e+04
0.200280  0.30      -0.60     0.40      6.4128e+04
0.200280  0.60      -0.60     0.40      6.4128e+04
0.200280  0.90      -0.60     0.40      6.4128e+04
0.200280  1.20      -0.60     0.40      6.4128e+04
0.200280  1.50      -0.60     0.40      6.6111e+04
0.200280  1.50      -0.30     0.40      6.4128e+04
0.200280  1.20      -0.30     0.40      6.4128e+04
0.200280  0.90      -0.30     0.40      6.4128e+04
0.200280  0.60      -0.30     0.40      6.4128e+04
0.200280  0.30      -0.30     0.40      6.4128e+04
0.200280  0.00      -0.30     0.40      6.4128e+04
0.200280  -0.30     -0.30     0.40      6.4128e+04
0.200280  -0.60     -0.30     0.40      6.4128e+04
0.200280  -0.90     -0.30     0.40      6.4128e+04
0.200280  -1.20     -0.30     0.40      6.4128e+04
0.200280  -1.50     -0.30     0.40      6.4128e+04
0.200280  -1.80     -0.30     0.40      6.4128e+04
0.200280  -2.10     0.00      0.40      6.6111e+04
0.200280  -1.80     0.00      0.40      6.4128e+04
0.200280  -1.50     0.00      0.40      6.4128e+04
0.200280  -1.20     0.00      0.40      6.4128e+04
0.200280  -0.90     0.00      0.40      6.4128e+04
0.200280  -0.60     0.00      0.40      6.0284e+04
0.200280  -0.30     0.00      0.40      6.0284e+04
0.200280  0.00      0.00      0.40      6.0284e+04
0.200280  0.30      0.00      0.40      6.0284e+04
0.200280  0.60      0.00      0.40      6.4128e+04
0.200280  0.90      0.00      0.40      6.4128e+04
