PMMA AvgEnergyPrim Dose DosePrim DoseProt DLET DLETPrim DLETProt TLET TLETPrim TLETProt dQ dQPrim dQProt tQ tQPrim tQProt dZeff2Beta2 dZeff2Beta2Prim dZeff2Beta2Prot tZeff2Beta2 tZeff2Beta2Prim tZeff2Beta2Prot
2.0 8.446237e+01 1.773986e-02 1.723313e-02 1.769728e-02 1.508715e+01 8.268200e+00 9.082676e+00 8.640242e+00 8.260646e+00 8.571411e+00 3.848852e-01 1.191104e-02 1.655802e-02 1.871974e-02 1.193263e-02 1.289172e-02 2.900631e+01 6.306926e+00 7.807979e+00 6.782116e+00 6.318348e+00 6.697762e+00
2.0 8.446253e+01 1.776959e-02 1.726008e-02 1.773214e-02 1.189932e+01 8.301859e+00 9.123850e+00 8.646956e+00 8.260634e+00 8.581798e+00 1.216417e+00 1.191086e-02 1.524906e-02 3.674625e-02 1.193260e-02 1.279355e-02 2.747779e+01 6.306839e+00 7.621945e+00 6.921432e+00 6.318337e+00 6.696208e+00
2.0 8.446149e+01 1.776452e-02 1.725341e-02 1.772462e-02 1.443371e+01 8.336430e+00 9.186343e+00 8.648078e+00 8.260712e+00 8.581395e+00 9.598341e-01 1.191104e-02 1.677048e-02 2.795070e-02 1.193275e-02 1.292154e-02 3.930936e+01 6.306926e+00 7.885848e+00 6.901818e+00 6.318406e+00 6.710987e+00
2.0 8.446153e+01 1.780242e-02 1.726812e-02 1.775005e-02 1.923137e+01 8.367799e+00 9.402281e+00 8.681524e+00 8.260709e+00 8.593393e+00 1.519730e+00 1.191110e-02 1.992582e-02 3.889455e-02 1.193275e-02 1.317790e-02 4.989329e+01 6.306953e+00 8.609831e+00 7.066442e+00 6.318403e+00 6.759462e+00
2.0 8.446123e+01 1.775877e-02 1.724088e-02 1.770715e-02 1.588800e+01 8.265232e+00 9.117393e+00 8.663187e+00 8.260731e+00 8.576131e+00 1.292422e+00 1.191120e-02 1.577252e-02 3.540088e-02 1.193279e-02 1.279605e-02 4.011563e+01 6.307000e+00 7.787578e+00 6.963041e+00 6.318423e+00 6.694049e+00
2.0 8.446205e+01 1.774574e-02 1.723507e-02 1.770676e-02 1.603137e+01 8.331467e+00 9.177892e+00 8.646569e+00 8.260670e+00 8.583636e+00 3.135885e-01 1.191096e-02 1.491078e-02 1.517414e-02 1.193267e-02 1.274675e-02 3.253046e+01 6.306889e+00 7.636161e+00 6.736465e+00 6.318369e+00 6.694365e+00
2.0 8.446205e+01 1.775257e-02 1.725436e-02 1.771786e-02 1.706044e+01 8.400497e+00 9.221214e+00 8.635330e+00 8.260670e+00 8.572175e+00 2.220435e+00 1.191101e-02 1.776960e-02 5.102109e-02 1.193267e-02 1.301587e-02 5.082259e+01 6.306910e+00 7.957502e+00 7.043852e+00 6.318369e+00 6.711828e+00
2.0 8.446213e+01 1.771561e-02 1.720323e-02 1.767732e-02 1.442315e+01 8.309312e+00 9.182946e+00 8.647464e+00 8.260664e+00 8.583719e+00 1.124277e+00 1.191101e-02 1.548457e-02 3.175853e-02 1.193266e-02 1.280599e-02 3.435681e+01 6.306912e+00 7.734823e+00 6.859791e+00 6.318364e+00 6.702094e+00
2.0 8.446128e+01 1.776015e-02 1.723969e-02 1.770761e-02 1.990540e+01 8.306506e+00 9.255148e+00 8.667229e+00 8.260727e+00 8.577613e+00 1.828967e+00 1.191109e-02 1.678889e-02 4.050110e-02 1.193278e-02 1.284651e-02 6.017087e+01 6.306949e+00 8.120270e+00 7.046450e+00 6.318419e+00 6.707453e+00
2.0 8.446149e+01 1.775311e-02 1.725260e-02 1.771926e-02 1.259871e+01 8.305478e+00 9.086700e+00 8.630398e+00 8.260711e+00 8.573275e+00 1.173282e+00 1.191110e-02 1.649658e-02 3.243075e-02 1.193275e-02 1.290313e-02 3.117896e+01 6.306950e+00 7.731236e+00 6.839259e+00 6.318405e+00 6.698105e+00
2.0 8.446200e+01 1.774644e-02 1.724021e-02 1.771075e-02 1.246280e+01 8.260570e+00 9.119618e+00 8.644811e+00 8.260675e+00 8.581252e+00 1.323811e+00 1.191100e-02 1.494999e-02 3.899095e-02 1.193268e-02 1.275029e-02 2.937015e+01 6.306907e+00 7.638837e+00 6.922176e+00 6.318373e+00 6.693888e+00
2.0 8.446223e+01 1.777634e-02 1.723802e-02 1.771337e-02 2.325357e+01 8.297452e+00 9.300456e+00 8.692947e+00 8.260657e+00 8.587400e+00 1.393545e+00 1.191101e-02 1.907043e-02 3.422332e-02 1.193265e-02 1.310605e-02 6.503873e+01 6.306909e+00 8.431996e+00 7.096136e+00 6.318358e+00 6.744409e+00
2.0 8.446164e+01 1.775326e-02 1.725901e-02 1.772116e-02 1.548974e+01 8.329676e+00 9.143629e+00 8.623000e+00 8.260700e+00 8.570700e+00 5.615979e-01 1.191111e-02 1.704582e-02 2.205586e-02 1.193273e-02 1.294882e-02 2.696843e+01 6.306959e+00 7.853917e+00 6.717106e+00 6.318396e+00 6.703091e+00
2.0 8.446199e+01 1.778208e-02 1.726248e-02 1.772854e-02 1.997473e+01 8.289964e+00 9.100101e+00 8.668092e+00 8.260675e+00 8.570808e+00 3.141960e+00 1.191102e-02 1.660203e-02 6.579091e-02 1.193268e-02 1.289116e-02 7.653236e+01 6.306914e+00 7.810462e+00 7.356246e+00 6.318373e+00 6.696769e+00
