PMMA AvgEnergyPrim DLET DLETPrim DLETProt TLET TLETPrim TLETProt dZ2Beta2 dZ2Beta2Prim dZ2Beta2Prot dZeff2Beta2 dZeff2Beta2Prim dZeff2Beta2Prot tZeff2Beta2 tZeff2Beta2Prim tZeff2Beta2Prot
4.35 3.024517e+00 2.446620e+02 2.206170e+02 2.214363e+02 1.548842e+02 1.542641e+02 1.523405e+02 1.516481e+03 7.624490e+02 7.607017e+02 6.859812e+02 5.187499e+02 5.199967e+02 6.024465e+01 2.894657e+02 2.856283e+02
4.35 3.220279e+00 2.234303e+02 2.162070e+02 2.234303e+02 1.487164e+02 1.475411e+02 1.487164e+02 7.465173e+02 6.918300e+02 7.465173e+02 5.206063e+02 4.898450e+02 5.206063e+02 5.512656e+01 2.691949e+02 2.777760e+02
4.35 3.131317e+00 2.269560e+02 2.274371e+02 2.269560e+02 1.500639e+02 1.518032e+02 1.500639e+02 9.720480e+02 9.850812e+02 9.720480e+02 5.886875e+02 5.934976e+02 5.886875e+02 5.619163e+01 3.102278e+02 3.051617e+02
4.35 3.115869e+00 2.202049e+02 2.192755e+02 2.202049e+02 1.499047e+02 1.522510e+02 1.499047e+02 7.246992e+02 7.271643e+02 7.246992e+02 5.026958e+02 5.013022e+02 5.026958e+02 5.464991e+01 2.835599e+02 2.788371e+02
4.35 3.123625e+00 2.118748e+02 2.032748e+02 2.118748e+02 1.479087e+02 1.466721e+02 1.479087e+02 6.892767e+02 5.608291e+02 6.892767e+02 4.785495e+02 4.260076e+02 4.785495e+02 5.329720e+01 2.525173e+02 2.696737e+02
4.35 3.171551e+00 2.177655e+02 2.185877e+02 2.177655e+02 1.471611e+02 1.492429e+02 1.471611e+02 7.100868e+02 7.170500e+02 7.100868e+02 4.975433e+02 5.011128e+02 4.975433e+02 5.640925e+01 2.760644e+02 2.713006e+02
4.35 3.121128e+00 3.829645e+02 2.302637e+02 2.312370e+02 1.544737e+02 1.544220e+02 1.519872e+02 1.327285e+03 8.950624e+02 8.939754e+02 8.432887e+02 5.723904e+02 5.768077e+02 5.611634e+01 3.069268e+02 3.011402e+02
4.35 3.155890e+00 2.254411e+02 2.254373e+02 2.254411e+02 1.503848e+02 1.513006e+02 1.503848e+02 8.651697e+02 8.759238e+02 8.651697e+02 5.564567e+02 5.597347e+02 5.564567e+02 5.873371e+01 2.971166e+02 2.941923e+02
4.35 3.172208e+00 2.007971e+02 2.015614e+02 2.007971e+02 1.420845e+02 1.429737e+02 1.420845e+02 7.032463e+02 7.123898e+02 7.032463e+02 4.600546e+02 4.641837e+02 4.600546e+02 5.150339e+01 2.628106e+02 2.601158e+02
4.35 3.100390e+00 2.281992e+02 2.295303e+02 2.283470e+02 1.512887e+02 1.541207e+02 1.515115e+02 8.022830e+02 8.091206e+02 8.029260e+02 5.479574e+02 5.521473e+02 5.483786e+02 5.793949e+01 2.939690e+02 2.880828e+02
4.35 3.136774e+00 2.276941e+02 2.102297e+02 2.118626e+02 1.488951e+02 1.486855e+02 1.463011e+02 7.747929e+02 7.128683e+02 7.562563e+02 5.186195e+02 4.790220e+02 4.957635e+02 5.418432e+01 2.733257e+02 2.733998e+02
4.35 3.187478e+00 2.062507e+02 2.072991e+02 2.062507e+02 1.444938e+02 1.460061e+02 1.444938e+02 6.796277e+02 6.857895e+02 6.796277e+02 4.629404e+02 4.664593e+02 4.629404e+02 5.157172e+01 2.657447e+02 2.621587e+02
4.35 3.225752e+00 2.260379e+02 2.269262e+02 2.260379e+02 1.492274e+02 1.511474e+02 1.492274e+02 7.657932e+02 7.752874e+02 7.657932e+02 5.297740e+02 5.340835e+02 5.297740e+02 5.246527e+01 2.855637e+02 2.809219e+02
4.35 3.070639e+00 2.134290e+02 2.140372e+02 2.134290e+02 1.482154e+02 1.510037e+02 1.482154e+02 7.059424e+02 7.118952e+02 7.059424e+02 4.858065e+02 4.882911e+02 4.858065e+02 5.492278e+01 2.777107e+02 2.717513e+02
4.35 2.995252e+00 2.086248e+02 2.062310e+02 2.086248e+02 1.485325e+02 1.498896e+02 1.485325e+02 6.681542e+02 6.601571e+02 6.681542e+02 4.661673e+02 4.565437e+02 4.661673e+02 4.865649e+01 2.708280e+02 2.687100e+02
4.35 3.084602e+00 2.149366e+02 2.157298e+02 2.149366e+02 1.485485e+02 1.506338e+02 1.485485e+02 7.677224e+02 7.767094e+02 7.677224e+02 5.092995e+02 5.133844e+02 5.092995e+02 5.544584e+01 2.835665e+02 2.785105e+02
4.35 3.148984e+00 2.491644e+02 2.143359e+02 2.124390e+02 1.494710e+02 1.485065e+02 1.461624e+02 8.134507e+02 7.441311e+02 7.290080e+02 5.666765e+02 5.021171e+02 4.941608e+02 6.070283e+01 2.761011e+02 2.699182e+02
4.35 3.133465e+00 2.113371e+02 2.070315e+02 2.113371e+02 1.458087e+02 1.454397e+02 1.458087e+02 7.273909e+02 6.712077e+02 7.273909e+02 4.947492e+02 4.699202e+02 4.947492e+02 4.664996e+01 2.609779e+02 2.677780e+02
4.35 2.887996e+00 2.389756e+02 2.397604e+02 2.389756e+02 1.588242e+02 1.618434e+02 1.588242e+02 9.698052e+02 9.800385e+02 9.698052e+02 6.118263e+02 6.162654e+02 6.118263e+02 6.167940e+01 3.323147e+02 3.246778e+02
4.35 3.098085e+00 2.335866e+02 2.352517e+02 2.335866e+02 1.517754e+02 1.536020e+02 1.517754e+02 9.536565e+02 9.648754e+02 9.536565e+02 6.017084e+02 6.079029e+02 6.017084e+02 5.805707e+01 3.114046e+02 3.062211e+02
4.35 3.053579e+00 2.169448e+02 2.179379e+02 2.169448e+02 1.507833e+02 1.523257e+02 1.507833e+02 5.994796e+02 6.059698e+02 5.994796e+02 4.637169e+02 4.674823e+02 4.637169e+02 5.292652e+01 2.690713e+02 2.655025e+02
4.35 3.048143e+00 2.318469e+02 2.286131e+02 2.318469e+02 1.550559e+02 1.560297e+02 1.550559e+02 7.922040e+02 7.787125e+02 7.922040e+02 5.477155e+02 5.349900e+02 5.477155e+02 5.957808e+01 2.965809e+02 2.957111e+02
4.35 3.177675e+00 1.967059e+02 1.952280e+02 1.967059e+02 1.406507e+02 1.414246e+02 1.406507e+02 5.407130e+02 5.393926e+02 5.407130e+02 4.090558e+02 4.058914e+02 4.090558e+02 4.902149e+01 2.403127e+02 2.392560e+02
4.35 3.097275e+00 2.375257e+02 2.359073e+02 2.375257e+02 1.557650e+02 1.570402e+02 1.557650e+02 1.007833e+03 9.759999e+02 1.007833e+03 6.163540e+02 6.033075e+02 6.163540e+02 6.175525e+01 3.218778e+02 3.228001e+02
4.183 7.212531e+00 1.063542e+02 1.044534e+02 1.062673e+02 7.191730e+01 7.140843e+01 7.190543e+01 2.445569e+02 2.337786e+02 2.444481e+02 1.884207e+02 1.822629e+02 1.883031e+02 9.131168e+01 9.377661e+01 9.517930e+01
4.183 7.236235e+00 1.057741e+02 1.030182e+02 1.048111e+02 7.156152e+01 7.092519e+01 7.150671e+01 8.789590e+02 2.406574e+02 2.503008e+02 2.023014e+02 1.817265e+02 1.871917e+02 9.146227e+01 9.334980e+01 9.484310e+01
4.183 7.244527e+00 1.040563e+02 1.020806e+02 1.040563e+02 7.117921e+01 7.071296e+01 7.117921e+01 2.472225e+02 2.345980e+02 2.472225e+02 1.855782e+02 1.785172e+02 1.855782e+02 9.006753e+01 9.267840e+01 9.411628e+01
4.183 7.240173e+00 1.027310e+02 1.010432e+02 1.027310e+02 7.114280e+01 7.066469e+01 7.114280e+01 2.357481e+02 2.275147e+02 2.357481e+02 1.792468e+02 1.740570e+02 1.792468e+02 8.956696e+01 9.226610e+01 9.347948e+01
4.183 7.227065e+00 1.041285e+02 1.024166e+02 1.039768e+02 7.145906e+01 7.096829e+01 7.144359e+01 2.430176e+02 2.352328e+02 2.427954e+02 1.840113e+02 1.790760e+02 1.837814e+02 9.034828e+01 9.314340e+01 9.433040e+01
4.183 7.233450e+00 1.076191e+02 1.042804e+02 1.064783e+02 7.178845e+01 7.115351e+01 7.173380e+01 2.967906e+02 2.541906e+02 2.671078e+02 2.023386e+02 1.883701e+02 1.957953e+02 9.228707e+01 9.441469e+01 9.606421e+01
4.183 7.253900e+00 1.028946e+02 1.010280e+02 1.028946e+02 7.108230e+01 7.054905e+01 7.108230e+01 2.352565e+02 2.276723e+02 2.352565e+02 1.796822e+02 1.744076e+02 1.796822e+02 8.933919e+01 9.203450e+01 9.330954e+01
4.183 7.218900e+00 1.054231e+02 1.031799e+02 1.054231e+02 7.162895e+01 7.107064e+01 7.162895e+01 2.571625e+02 2.424962e+02 2.571625e+02 1.907097e+02 1.826978e+02 1.907097e+02 9.127350e+01 9.365552e+01 9.536958e+01
4.183 7.235445e+00 1.043987e+02 1.019142e+02 1.043987e+02 7.140464e+01 7.079329e+01 7.140464e+01 2.485544e+02 2.338505e+02 2.485544e+02 1.862808e+02 1.777787e+02 1.862808e+02 9.059352e+01 9.278890e+01 9.457343e+01
4.183 7.221210e+00 1.067673e+02 1.053015e+02 1.067673e+02 7.173940e+01 7.126448e+01 7.173940e+01 2.631423e+02 2.575967e+02 2.631423e+02 1.951070e+02 1.912797e+02 1.951070e+02 9.182262e+01 9.478796e+01 9.588705e+01
4.183 7.235824e+00 1.036937e+02 1.020577e+02 1.036937e+02 7.124416e+01 7.074958e+01 7.124416e+01 2.490049e+02 2.400076e+02 2.490049e+02 1.848516e+02 1.796496e+02 1.848516e+02 9.036295e+01 9.307752e+01 9.437753e+01
4.183 7.233460e+00 1.078499e+02 1.042880e+02 1.059122e+02 7.171772e+01 7.115615e+01 7.164734e+01 2.582961e+02 2.413648e+02 2.488211e+02 1.947859e+02 1.845162e+02 1.892571e+02 9.128447e+01 9.375395e+01 9.497040e+01
4.183 7.242851e+00 1.031688e+02 1.014663e+02 1.031688e+02 7.124374e+01 7.072626e+01 7.124374e+01 2.335607e+02 2.260304e+02 2.335607e+02 1.795876e+02 1.747505e+02 1.795876e+02 8.972639e+01 9.226227e+01 9.352340e+01
4.183 7.239295e+00 1.068403e+02 1.034369e+02 1.056425e+02 7.159109e+01 7.093186e+01 7.153456e+01 2.823689e+02 2.369633e+02 2.513305e+02 1.961490e+02 1.814365e+02 1.892064e+02 9.144554e+01 9.316954e+01 9.493572e+01
4.183 7.237406e+00 1.031485e+02 1.016413e+02 1.031485e+02 7.124110e+01 7.078095e+01 7.124110e+01 2.344215e+02 2.280337e+02 2.344215e+02 1.793462e+02 1.751078e+02 1.793462e+02 8.960047e+01 9.249766e+01 9.359475e+01
4.183 7.225128e+00 1.062489e+02 1.038161e+02 1.062489e+02 7.181959e+01 7.116469e+01 7.181959e+01 2.546830e+02 2.441333e+02 2.546830e+02 1.910714e+02 1.839458e+02 1.910714e+02 9.153294e+01 9.393120e+01 9.558325e+01
4.183 7.244410e+00 1.061710e+02 1.044627e+02 1.061710e+02 7.162021e+01 7.112790e+01 7.162021e+01 2.560044e+02 2.481941e+02 2.560044e+02 1.919523e+02 1.868841e+02 1.919523e+02 9.136533e+01 9.406889e+01 9.529766e+01
4.183 7.256363e+00 1.062027e+02 1.027496e+02 1.056720e+02 7.134718e+01 7.066921e+01 7.129895e+01 2.597900e+02 2.409162e+02 2.589831e+02 1.930298e+02 1.818196e+02 1.922034e+02 9.104089e+01 9.293974e+01 9.494193e+01
4.183 7.239707e+00 1.102481e+02 1.024376e+02 1.046634e+02 7.170838e+01 7.099166e+01 7.159994e+01 1.464275e+03 2.247558e+02 2.385853e+02 2.349658e+02 1.756517e+02 1.833111e+02 9.187269e+01 9.265859e+01 9.439879e+01
4.183 7.247401e+00 1.087890e+02 1.050083e+02 1.077166e+02 7.182388e+01 7.109568e+01 7.178424e+01 9.634696e+02 2.542274e+02 2.710059e+02 2.175670e+02 1.899201e+02 1.993565e+02 9.287264e+01 9.433884e+01 9.637327e+01
4.183 7.244281e+00 1.054595e+02 1.028542e+02 1.054595e+02 7.141117e+01 7.080788e+01 7.141117e+01 2.543307e+02 2.399888e+02 2.543307e+02 1.899832e+02 1.812830e+02 1.899832e+02 9.085393e+01 9.310780e+01 9.487305e+01
4.183 7.246713e+00 1.045764e+02 1.023220e+02 1.045764e+02 7.133734e+01 7.074933e+01 7.133734e+01 2.503275e+02 2.365745e+02 2.503275e+02 1.873516e+02 1.796186e+02 1.873516e+02 9.058724e+01 9.282970e+01 9.453742e+01
4.183 7.217481e+00 1.064464e+02 1.050192e+02 1.064464e+02 7.194189e+01 7.143388e+01 7.194189e+01 2.585742e+02 2.497898e+02 2.585742e+02 1.924801e+02 1.878623e+02 1.924801e+02 9.208117e+01 9.468874e+01 9.601426e+01
4.183 7.267360e+00 1.095129e+02 1.045324e+02 1.066907e+02 7.163063e+01 7.099508e+01 7.156909e+01 1.109862e+03 2.461926e+02 2.572233e+02 2.246912e+02 1.865480e+02 1.933925e+02 9.197600e+01 9.377489e+01 9.530666e+01
4.183 7.232060e+00 1.078655e+02 1.020744e+02 1.044045e+02 7.157375e+01 7.082542e+01 7.141596e+01 2.744955e+02 2.289034e+02 2.439409e+02 1.969739e+02 1.769146e+02 1.851905e+02 9.094056e+01 9.255432e+01 9.432713e+01
4.183 7.223883e+00 1.052827e+02 1.032001e+02 1.048164e+02 7.154552e+01 7.106405e+01 7.151554e+01 2.514238e+02 2.386504e+02 2.505864e+02 1.884078e+02 1.815260e+02 1.875978e+02 9.078213e+01 9.345352e+01 9.484404e+01
4.183 7.235535e+00 1.046694e+02 1.033415e+02 1.046694e+02 7.153409e+01 7.111631e+01 7.153409e+01 2.419283e+02 2.339573e+02 2.419283e+02 1.846251e+02 1.801584e+02 1.846251e+02 9.039137e+01 9.334603e+01 9.444955e+01
4.183 7.229538e+00 1.313917e+02 1.044322e+02 1.062871e+02 7.233058e+01 7.128233e+01 7.183081e+01 1.579046e+03 2.402201e+02 2.509312e+02 3.107885e+02 1.840903e+02 1.901480e+02 9.438346e+01 9.392364e+01 9.541065e+01
4.183 7.233118e+00 1.045094e+02 1.031350e+02 1.045094e+02 7.142165e+01 7.099001e+01 7.142165e+01 2.482501e+02 2.415431e+02 2.482501e+02 1.862185e+02 1.821552e+02 1.862185e+02 9.059241e+01 9.350019e+01 9.458193e+01
4.183 7.220208e+00 1.063788e+02 1.044652e+02 1.063788e+02 7.182731e+01 7.125278e+01 7.182731e+01 2.604274e+02 2.509809e+02 2.604274e+02 1.932293e+02 1.874916e+02 1.932293e+02 9.201093e+01 9.444171e+01 9.591341e+01
4.183 7.259361e+00 1.174116e+02 1.018370e+02 1.039542e+02 7.138397e+01 7.071049e+01 7.124260e+01 1.410222e+03 2.316591e+02 2.438169e+02 2.594558e+02 1.770463e+02 1.841864e+02 9.138888e+01 9.252481e+01 9.403416e+01
4.183 7.257265e+00 1.050818e+02 1.021566e+02 1.050818e+02 7.136576e+01 7.066007e+01 7.136576e+01 2.521293e+02 2.361643e+02 2.521293e+02 1.886765e+02 1.791373e+02 1.886765e+02 9.065571e+01 9.266773e+01 9.470011e+01
4.183 7.263150e+00 1.073388e+02 1.001451e+02 1.023115e+02 7.103814e+01 7.033767e+01 7.089111e+01 6.371439e+02 2.176037e+02 2.298560e+02 2.063530e+02 1.699187e+02 1.771421e+02 8.982552e+01 9.119613e+01 9.274479e+01
4.183 7.246411e+00 1.067855e+02 1.044798e+02 1.067855e+02 7.168187e+01 7.108283e+01 7.168187e+01 2.595696e+02 2.473513e+02 2.595696e+02 1.936685e+02 1.862473e+02 1.936685e+02 9.167271e+01 9.399514e+01 9.564336e+01
4.183 7.224156e+00 1.049422e+02 1.026747e+02 1.047110e+02 7.167030e+01 7.107126e+01 7.164371e+01 2.374274e+02 2.292101e+02 2.371116e+02 1.836712e+02 1.776764e+02 1.833388e+02 9.034950e+01 9.298261e+01 9.434611e+01
4.183 7.246923e+00 1.052158e+02 1.035075e+02 1.052158e+02 7.146515e+01 7.095337e+01 7.146515e+01 2.461228e+02 2.392111e+02 2.461228e+02 1.870163e+02 1.822515e+02 1.870163e+02 9.059048e+01 9.334971e+01 9.456067e+01
4.26 4.634903e+00 1.719205e+02 1.693489e+02 1.719205e+02 1.104583e+02 1.096233e+02 1.104583e+02 5.466340e+02 5.244647e+02 5.466340e+02 3.782652e+02 3.671836e+02 3.782652e+02 1.625667e+02 1.789400e+02 1.823561e+02
4.26 4.670484e+00 1.660648e+02 1.650157e+02 1.660648e+02 1.088787e+02 1.084360e+02 1.088787e+02 5.070612e+02 5.004373e+02 5.070612e+02 3.545730e+02 3.508998e+02 3.545730e+02 1.568064e+02 1.748858e+02 1.762698e+02
4.26 4.699781e+00 1.661214e+02 1.647394e+02 1.661214e+02 1.087074e+02 1.081334e+02 1.087074e+02 5.023512e+02 4.916671e+02 5.023512e+02 3.543011e+02 3.489043e+02 3.543011e+02 1.565620e+02 1.735695e+02 1.755254e+02
4.26 4.658054e+00 1.622241e+02 1.606494e+02 1.622241e+02 1.083674e+02 1.077524e+02 1.083674e+02 4.710561e+02 4.583172e+02 4.710561e+02 3.371612e+02 3.309009e+02 3.371612e+02 1.534160e+02 1.701293e+02 1.723269e+02
4.26 4.627013e+00 1.686270e+02 1.660383e+02 1.686270e+02 1.104257e+02 1.095137e+02 1.104257e+02 5.025493e+02 4.817526e+02 5.025493e+02 3.590350e+02 3.483341e+02 3.590350e+02 1.591736e+02 1.751766e+02 1.785848e+02
4.26 4.649858e+00 1.653614e+02 1.631862e+02 1.653614e+02 1.094242e+02 1.087210e+02 1.094242e+02 5.106861e+02 4.900763e+02 5.106861e+02 3.534223e+02 3.437154e+02 3.534223e+02 1.577741e+02 1.747200e+02 1.777582e+02
4.26 4.644423e+00 1.676407e+02 1.651203e+02 1.676407e+02 1.096509e+02 1.088184e+02 1.096509e+02 5.378385e+02 5.142415e+02 5.378385e+02 3.664932e+02 3.553925e+02 3.664932e+02 1.598500e+02 1.766377e+02 1.801988e+02
4.26 4.652498e+00 1.676734e+02 1.663717e+02 1.676734e+02 1.092173e+02 1.087418e+02 1.092173e+02 5.470661e+02 5.335293e+02 5.470661e+02 3.694518e+02 3.633776e+02 3.694518e+02 1.605742e+02 1.781357e+02 1.801680e+02
4.26 4.656918e+00 1.685499e+02 1.661488e+02 1.685499e+02 1.095715e+02 1.088514e+02 1.095715e+02 5.318074e+02 5.126623e+02 5.318074e+02 3.666731e+02 3.566526e+02 3.666731e+02 1.596432e+02 1.766339e+02 1.795299e+02
4.26 4.624594e+00 1.677517e+02 1.655905e+02 1.677517e+02 1.100651e+02 1.093310e+02 1.100651e+02 5.252753e+02 5.090335e+02 5.252753e+02 3.630924e+02 3.544837e+02 3.630924e+02 1.598994e+02 1.772298e+02 1.799459e+02
4.26 4.657631e+00 1.664910e+02 1.648148e+02 1.664910e+02 1.094265e+02 1.088031e+02 1.094265e+02 5.194748e+02 5.112051e+02 5.194748e+02 3.586002e+02 3.531442e+02 3.586002e+02 1.584861e+02 1.766103e+02 1.784612e+02
4.26 4.659888e+00 1.668597e+02 1.649620e+02 1.668597e+02 1.095109e+02 1.088246e+02 1.095109e+02 5.229634e+02 5.091285e+02 5.229634e+02 3.597495e+02 3.523553e+02 3.597495e+02 1.592602e+02 1.765535e+02 1.789763e+02
4.26 4.636952e+00 1.668194e+02 1.653835e+02 1.668194e+02 1.097958e+02 1.091522e+02 1.097958e+02 5.086001e+02 5.032442e+02 5.086001e+02 3.561305e+02 3.521921e+02 3.561305e+02 1.585446e+02 1.764252e+02 1.780953e+02
4.26 4.636964e+00 1.642831e+02 1.618511e+02 1.642831e+02 1.090564e+02 1.082699e+02 1.090564e+02 5.032229e+02 4.886373e+02 5.032229e+02 3.496988e+02 3.409303e+02 3.496988e+02 1.572073e+02 1.735835e+02 1.762217e+02
4.26 4.649035e+00 1.659651e+02 1.643173e+02 1.659651e+02 1.093257e+02 1.085947e+02 1.093257e+02 4.956304e+02 4.878322e+02 4.956304e+02 3.517761e+02 3.467654e+02 3.517761e+02 1.563985e+02 1.740601e+02 1.760819e+02
4.26 4.646920e+00 1.690182e+02 1.674834e+02 1.690182e+02 1.099183e+02 1.093121e+02 1.099183e+02 5.123812e+02 5.010928e+02 5.123812e+02 3.629904e+02 3.570099e+02 3.629904e+02 1.599099e+02 1.765035e+02 1.785663e+02
4.26 4.622457e+00 1.669816e+02 1.654991e+02 1.669861e+02 1.099491e+02 1.093413e+02 1.099544e+02 4.783804e+02 4.701200e+02 4.783966e+02 3.484415e+02 3.434663e+02 3.484527e+02 1.554857e+02 1.740148e+02 1.758298e+02
4.26 4.668482e+00 1.631774e+02 1.616631e+02 1.631774e+02 1.084727e+02 1.078759e+02 1.084727e+02 4.904277e+02 4.834443e+02 4.904277e+02 3.444583e+02 3.397102e+02 3.444583e+02 1.549218e+02 1.724936e+02 1.741702e+02
4.26 4.637836e+00 1.678457e+02 1.656552e+02 1.678457e+02 1.097183e+02 1.089333e+02 1.097183e+02 5.307420e+02 5.181419e+02 5.307420e+02 3.649327e+02 3.574297e+02 3.649327e+02 1.606403e+02 1.772218e+02 1.797601e+02
4.26 4.642994e+00 1.680590e+02 1.661854e+02 1.680590e+02 1.099487e+02 1.092286e+02 1.099487e+02 5.277969e+02 5.165992e+02 5.277969e+02 3.638737e+02 3.573797e+02 3.638737e+02 1.612142e+02 1.778052e+02 1.800952e+02
4.26 4.668028e+00 1.680538e+02 1.667186e+02 1.680538e+02 1.093187e+02 1.087544e+02 1.093187e+02 5.318334e+02 5.202248e+02 5.318334e+02 3.657121e+02 3.601831e+02 3.657121e+02 1.597208e+02 1.771387e+02 1.791758e+02
4.26 4.617321e+00 1.675690e+02 1.655041e+02 1.675690e+02 1.098189e+02 1.091995e+02 1.098189e+02 5.061263e+02 4.907328e+02 5.061263e+02 3.574627e+02 3.491635e+02 3.574627e+02 1.581507e+02 1.754279e+02 1.778417e+02
4.26 4.614772e+00 1.698105e+02 1.675378e+02 1.698105e+02 1.106988e+02 1.099031e+02 1.106988e+02 5.291805e+02 5.111214e+02 5.291805e+02 3.680618e+02 3.587604e+02 3.680618e+02 1.617361e+02 1.785154e+02 1.815013e+02
4.26 4.622621e+00 1.716721e+02 1.700491e+02 1.716721e+02 1.107034e+02 1.102110e+02 1.107034e+02 5.693256e+02 5.573394e+02 5.693256e+02 3.833458e+02 3.768368e+02 3.833458e+02 1.637145e+02 1.827839e+02 1.847053e+02
4.26 4.681385e+00 1.673517e+02 1.652581e+02 1.673517e+02 1.094356e+02 1.086595e+02 1.094356e+02 5.347696e+02 5.228312e+02 5.347696e+02 3.647885e+02 3.576610e+02 3.647885e+02 1.597753e+02 1.771346e+02 1.795991e+02
4.26 4.648509e+00 1.694710e+02 1.667061e+02 1.694710e+02 1.099600e+02 1.091115e+02 1.099600e+02 5.570114e+02 5.406159e+02 5.570114e+02 3.754917e+02 3.654472e+02 3.754917e+02 1.614088e+02 1.793907e+02 1.823095e+02
4.26 4.643559e+00 1.652450e+02 1.637734e+02 1.652450e+02 1.092153e+02 1.086080e+02 1.092153e+02 5.059730e+02 4.982948e+02 5.059730e+02 3.526429e+02 3.478723e+02 3.526429e+02 1.567620e+02 1.750239e+02 1.767957e+02
4.26 4.621125e+00 1.695331e+02 1.673509e+02 1.695381e+02 1.105931e+02 1.098511e+02 1.105884e+02 5.169662e+02 5.066215e+02 5.170249e+02 3.636601e+02 3.565342e+02 3.636901e+02 1.589124e+02 1.781015e+02 1.803281e+02
4.26 4.640847e+00 1.673112e+02 1.656430e+02 1.673112e+02 1.096351e+02 1.090226e+02 1.096351e+02 5.275869e+02 5.124382e+02 5.275869e+02 3.629939e+02 3.556345e+02 3.629939e+02 1.588185e+02 1.769190e+02 1.793000e+02
4.26 4.601689e+00 1.690965e+02 1.676630e+02 1.690965e+02 1.108614e+02 1.102399e+02 1.108614e+02 5.100281e+02 5.036254e+02 5.100281e+02 3.605986e+02 3.561715e+02 3.605986e+02 1.606987e+02 1.786021e+02 1.802871e+02
4.26 4.639322e+00 1.636943e+02 1.625542e+02 1.636943e+02 1.090712e+02 1.085536e+02 1.090712e+02 4.644892e+02 4.558779e+02 4.644892e+02 3.379291e+02 3.336397e+02 3.379291e+02 1.546556e+02 1.714804e+02 1.731637e+02
4.26 4.626511e+00 1.657827e+02 1.636005e+02 1.657827e+02 1.095834e+02 1.088388e+02 1.095834e+02 4.826945e+02 4.673551e+02 4.826945e+02 3.471665e+02 3.388078e+02 3.471665e+02 1.552160e+02 1.728829e+02 1.755242e+02
4.26 4.624472e+00 1.668616e+02 1.652044e+02 1.668616e+02 1.102097e+02 1.095987e+02 1.102097e+02 4.889470e+02 4.767878e+02 4.889470e+02 3.497615e+02 3.433085e+02 3.497615e+02 1.585969e+02 1.753972e+02 1.775272e+02
4.26 4.660632e+00 1.845761e+02 1.679947e+02 1.695626e+02 1.102878e+02 1.093598e+02 1.099937e+02 2.487335e+03 5.348286e+02 5.479735e+02 4.778668e+02 3.668308e+02 3.732210e+02 1.650690e+02 1.793434e+02 1.816506e+02
4.26 4.625922e+00 1.683432e+02 1.661051e+02 1.683432e+02 1.099027e+02 1.091906e+02 1.099027e+02 5.337895e+02 5.230285e+02 5.337895e+02 3.667991e+02 3.593612e+02 3.667991e+02 1.597252e+02 1.780566e+02 1.802499e+02
4.26 4.658045e+00 1.693520e+02 1.665761e+02 1.693520e+02 1.099780e+02 1.090877e+02 1.099780e+02 5.310966e+02 5.105370e+02 5.310966e+02 3.680652e+02 3.570925e+02 3.680652e+02 1.613112e+02 1.769045e+02 1.802810e+02
4.355 3.037436e+00 2.349567e+02 2.363984e+02 2.349567e+02 1.504564e+02 1.559861e+02 1.504564e+02 1.012822e+03 1.031669e+03 1.012822e+03 6.210707e+02 6.281778e+02 6.210707e+02 5.089526e+01 3.239889e+02 3.099973e+02
4.355 3.042345e+00 2.143292e+02 2.150191e+02 2.143292e+02 1.517118e+02 1.533985e+02 1.517118e+02 6.773907e+02 6.801090e+02 6.773907e+02 4.761026e+02 4.779231e+02 4.761026e+02 4.295761e+01 2.802125e+02 2.766142e+02
4.355 3.169737e+00 2.060777e+02 2.034916e+02 2.060777e+02 1.439299e+02 1.445302e+02 1.439299e+02 7.049274e+02 6.574987e+02 7.049274e+02 4.738833e+02 4.555042e+02 4.738833e+02 4.669553e+01 2.594767e+02 2.636180e+02
4.355 2.894378e+00 2.438222e+02 2.381378e+02 2.438222e+02 1.622612e+02 1.628992e+02 1.622612e+02 1.108776e+03 1.018026e+03 1.108776e+03 6.561810e+02 6.190976e+02 6.561810e+02 5.428191e+01 3.394011e+02 3.495782e+02
4.355 2.902939e+00 2.434727e+02 2.441803e+02 2.434727e+02 1.576372e+02 1.627001e+02 1.576372e+02 1.224903e+03 1.191221e+03 1.224903e+03 6.923844e+02 6.831297e+02 6.923844e+02 5.499437e+01 3.594255e+02 3.514741e+02
4.355 2.961413e+00 2.455004e+02 2.417626e+02 2.455004e+02 1.577183e+02 1.598040e+02 1.577183e+02 1.113237e+03 1.068995e+03 1.113237e+03 6.692910e+02 6.481758e+02 6.692910e+02 5.664142e+01 3.385768e+02 3.390992e+02
4.355 3.028014e+00 2.464588e+02 2.480086e+02 2.464588e+02 1.577347e+02 1.601328e+02 1.577347e+02 9.659064e+02 9.747761e+02 9.659064e+02 6.357234e+02 6.410215e+02 6.357234e+02 5.024639e+01 3.254114e+02 3.192061e+02
4.355 3.085086e+00 2.151590e+02 2.172964e+02 2.151590e+02 1.471845e+02 1.515040e+02 1.471845e+02 7.484345e+02 7.683710e+02 7.484345e+02 4.976223e+02 5.068842e+02 4.976223e+02 4.106452e+01 2.871352e+02 2.763112e+02
