PMMA AvgEnergyPrim DLET DLETPrim DLETProt TLET TLETPrim TLETProt dZ2Beta2 dZ2Beta2Prim dZ2Beta2Prot dZeff2Beta2 dZeff2Beta2Prim dZeff2Beta2Prot tZeff2Beta2 tZeff2Beta2Prim tZeff2Beta2Prot
4.27 4.427095e+00 1.698837e+02 1.687903e+02 1.698837e+02 1.133795e+02 1.127960e+02 1.133795e+02 5.367630e+02 5.281615e+02 5.367630e+02 3.679619e+02 3.639536e+02 3.679619e+02 1.615769e+02 1.852174e+02 1.871116e+02
4.27 4.371062e+00 1.784601e+02 1.763393e+02 1.784601e+02 1.158392e+02 1.151244e+02 1.158392e+02 5.976091e+02 5.817877e+02 5.976091e+02 4.024930e+02 3.940922e+02 4.024930e+02 1.707655e+02 1.940390e+02 1.967922e+02
4.27 4.394989e+00 1.778850e+02 1.756013e+02 1.778850e+02 1.154819e+02 1.147342e+02 1.154819e+02 5.815946e+02 5.632000e+02 5.815946e+02 3.973373e+02 3.878970e+02 3.973373e+02 1.691161e+02 1.917738e+02 1.948333e+02
4.27 4.402340e+00 1.750202e+02 1.733571e+02 1.749189e+02 1.149470e+02 1.141973e+02 1.149095e+02 5.566854e+02 5.483645e+02 5.567046e+02 3.839629e+02 3.789469e+02 3.839050e+02 1.658165e+02 1.893957e+02 1.915186e+02
4.27 4.405153e+00 1.764878e+02 1.747508e+02 1.764933e+02 1.152210e+02 1.144980e+02 1.152222e+02 5.644580e+02 5.505977e+02 5.644892e+02 3.890567e+02 3.823182e+02 3.890755e+02 1.666051e+02 1.903596e+02 1.929984e+02
4.27 4.369408e+00 1.736986e+02 1.725568e+02 1.736986e+02 1.150136e+02 1.145828e+02 1.150136e+02 5.451152e+02 5.344241e+02 5.451152e+02 3.771114e+02 3.720222e+02 3.771114e+02 1.649364e+02 1.890861e+02 1.908172e+02
4.27 4.387773e+00 1.719429e+02 1.699279e+02 1.719429e+02 1.148230e+02 1.140471e+02 1.148230e+02 4.873489e+02 4.723968e+02 4.873489e+02 3.577060e+02 3.499365e+02 3.577060e+02 1.594420e+02 1.828194e+02 1.855764e+02
4.27 4.395553e+00 1.765236e+02 1.755923e+02 1.765236e+02 1.152513e+02 1.148114e+02 1.152513e+02 5.675282e+02 5.662652e+02 5.675282e+02 3.902597e+02 3.882939e+02 3.902597e+02 1.659703e+02 1.921591e+02 1.931346e+02
4.27 4.385302e+00 1.819762e+02 1.788790e+02 1.803268e+02 1.166634e+02 1.158284e+02 1.165402e+02 5.902821e+02 5.774362e+02 5.866567e+02 4.065923e+02 3.983888e+02 4.034013e+02 1.702789e+02 1.951102e+02 1.973113e+02
4.27 4.412240e+00 1.749803e+02 1.729823e+02 1.749803e+02 1.143948e+02 1.136278e+02 1.143948e+02 5.556835e+02 5.440237e+02 5.556835e+02 3.844807e+02 3.775624e+02 3.844807e+02 1.648604e+02 1.878540e+02 1.903360e+02
4.27 4.408134e+00 1.737194e+02 1.727876e+02 1.737194e+02 1.149645e+02 1.144955e+02 1.149645e+02 5.220132e+02 5.164479e+02 5.220132e+02 3.700601e+02 3.668908e+02 3.700601e+02 1.617126e+02 1.876826e+02 1.890530e+02
4.27 4.430300e+00 1.759477e+02 1.745454e+02 1.759477e+02 1.146985e+02 1.140730e+02 1.146985e+02 6.080309e+02 6.040354e+02 6.080309e+02 3.997063e+02 3.960785e+02 3.997063e+02 1.678975e+02 1.942043e+02 1.957657e+02
4.27 4.410773e+00 1.742376e+02 1.722592e+02 1.742376e+02 1.147257e+02 1.140356e+02 1.147257e+02 5.476795e+02 5.310206e+02 5.476795e+02 3.793238e+02 3.709097e+02 3.793238e+02 1.641923e+02 1.878620e+02 1.905963e+02
4.27 4.404905e+00 1.758173e+02 1.740318e+02 1.758173e+02 1.148708e+02 1.142699e+02 1.148708e+02 5.629732e+02 5.493495e+02 5.629732e+02 3.873292e+02 3.802834e+02 3.873292e+02 1.651574e+02 1.897073e+02 1.920521e+02
1.0 6.683459e+01 2.289380e+01 9.896401e+00 1.060192e+01 1.015266e+01 9.893596e+00 1.004411e+01 1.116621e+02 7.770563e+00 8.694064e+00 4.673161e+01 7.770563e+00 8.692943e+00 8.249813e+00 7.782058e+00 7.951437e+00
1.0 6.683273e+01 2.243310e+01 9.896039e+00 1.078982e+01 1.010464e+01 9.893816e+00 1.006156e+01 3.683953e+03 7.770241e+00 8.931235e+00 1.424094e+02 7.770241e+00 8.930469e+00 8.525937e+00 7.782256e+00 7.975918e+00
1.0 6.683398e+01 1.928746e+01 9.895714e+00 1.078718e+01 1.013188e+01 9.893670e+00 1.006756e+01 5.775428e+03 7.769947e+00 8.939861e+00 1.549753e+02 7.769947e+00 8.939231e+00 9.000481e+00 7.782125e+00 7.981939e+00
1.0 6.683344e+01 1.337879e+01 9.896699e+00 1.256535e+01 1.011251e+01 9.893734e+00 1.009720e+01 2.316781e+01 7.770833e+00 2.191118e+01 1.703561e+01 7.770833e+00 1.579242e+01 8.088267e+00 7.782183e+00 8.146054e+00
1.0 6.683395e+01 8.565872e+01 9.896474e+00 1.153701e+01 1.042115e+01 9.893674e+00 1.010512e+01 8.009333e+03 7.770632e+00 1.038299e+01 4.079220e+02 7.770632e+00 1.036359e+01 1.018298e+01 7.782128e+00 8.046291e+00
1.0 6.683373e+01 2.367590e+01 1.006143e+01 1.095883e+01 1.012273e+01 9.893703e+00 1.004515e+01 1.214333e+03 7.770946e+00 9.028129e+00 1.063084e+02 7.770946e+00 9.025679e+00 8.492830e+00 7.782155e+00 7.960536e+00
1.0 6.683223e+01 1.058252e+02 9.896221e+00 1.059074e+01 1.026888e+01 9.893871e+00 1.006274e+01 2.115988e+03 7.770403e+00 8.590404e+00 3.030575e+02 7.770403e+00 8.590306e+00 8.747429e+00 7.782305e+00 7.968654e+00
1.0 6.683561e+01 1.245999e+01 9.896235e+00 1.121642e+01 1.009857e+01 9.893477e+00 1.007381e+01 1.228018e+01 7.770416e+00 1.038642e+01 1.207652e+01 7.770416e+00 1.021220e+01 7.962099e+00 7.781951e+00 8.003541e+00
1.0 6.683291e+01 1.216620e+01 9.921034e+00 1.067891e+01 1.008557e+01 9.893793e+00 1.005929e+01 1.109283e+01 7.769871e+00 8.725721e+00 1.103144e+01 7.769871e+00 8.725212e+00 7.930550e+00 7.782235e+00 7.969800e+00
1.0 6.683188e+01 1.319844e+01 9.897018e+00 1.288682e+01 1.014740e+01 9.893909e+00 1.013332e+01 2.250123e+01 7.771116e+00 2.210009e+01 1.646531e+01 7.771116e+00 1.605784e+01 8.127443e+00 7.782338e+00 8.194564e+00
1.0 6.683373e+01 1.411268e+01 9.896291e+00 1.107067e+01 1.008947e+01 9.893695e+00 1.006288e+01 2.658827e+03 7.770468e+00 9.723477e+00 6.979420e+01 7.770468e+00 9.682999e+00 8.413934e+00 7.782146e+00 7.987219e+00
1.0 6.683476e+01 1.087353e+01 9.896191e+00 1.079101e+01 1.006208e+01 9.893574e+00 1.005288e+01 9.145759e+00 7.770375e+00 9.029182e+00 9.142461e+00 7.770375e+00 9.025932e+00 7.911480e+00 7.782038e+00 7.967349e+00
1.0 6.683086e+01 1.440203e+01 9.895408e+00 1.105269e+01 1.011784e+01 9.894036e+00 1.007762e+01 1.647728e+01 7.769672e+00 9.705243e+00 1.575043e+01 7.769672e+00 9.652415e+00 7.980063e+00 7.782454e+00 8.001230e+00
1.0 6.683113e+01 1.142058e+01 9.896598e+00 1.071333e+01 1.007667e+01 9.894009e+00 1.005614e+01 9.887721e+00 7.770742e+00 8.842179e+00 9.880416e+00 7.770742e+00 8.841361e+00 7.927460e+00 7.782431e+00 7.967914e+00
1.0 6.683227e+01 8.824181e+01 1.010909e+01 1.102456e+01 1.026949e+01 9.893868e+00 1.005385e+01 4.600050e+03 7.771311e+00 9.036441e+00 3.591343e+02 7.771311e+00 9.034707e+00 9.515075e+00 7.782302e+00 7.970082e+00
1.0 6.683514e+01 1.469456e+01 9.896963e+00 1.045359e+01 1.011541e+01 9.893529e+00 1.003889e+01 1.494998e+01 7.771073e+00 8.445348e+00 1.484315e+01 7.771073e+00 8.445148e+00 7.978485e+00 7.781997e+00 7.941752e+00
1.0 6.683454e+01 1.247435e+02 1.059367e+01 1.149413e+01 1.026112e+01 9.893603e+00 1.006740e+01 5.837699e+02 7.769691e+00 8.990611e+00 2.446612e+02 7.769691e+00 8.990002e+00 8.272753e+00 7.782065e+00 7.984557e+00
1.0 6.683379e+01 2.450867e+01 9.897111e+00 1.214715e+01 1.018741e+01 9.893689e+00 1.010481e+01 3.648902e+02 7.771225e+00 1.636639e+01 8.208090e+01 7.771225e+00 1.328411e+01 8.664151e+00 7.782141e+00 8.103082e+00
1.0 6.683284e+01 1.634769e+01 1.057392e+01 1.139805e+01 1.008785e+01 9.893800e+00 1.005145e+01 3.049029e+03 7.770167e+00 1.258160e+01 9.052513e+01 7.770167e+00 9.927006e+00 8.483187e+00 7.782240e+00 7.997669e+00
1.0 6.683362e+01 8.941520e+01 9.895731e+00 1.159082e+01 1.030121e+01 9.893709e+00 1.008919e+01 1.681934e+03 7.769964e+00 1.477416e+01 2.896439e+02 7.769964e+00 1.183251e+01 8.975108e+00 7.782159e+00 8.066845e+00
1.0 6.683324e+01 1.924277e+01 1.023028e+01 1.090205e+01 1.009028e+01 9.893758e+00 1.003612e+01 1.065735e+02 7.769275e+00 8.658468e+00 4.014231e+01 7.769275e+00 8.657749e+00 8.156444e+00 7.782205e+00 7.943321e+00
1.0 6.683508e+01 4.830060e+01 9.896388e+00 1.127540e+01 1.013961e+01 9.893539e+00 1.005323e+01 2.344161e+03 7.770561e+00 1.086604e+01 2.157871e+02 7.770561e+00 1.060782e+01 8.616525e+00 7.782006e+00 7.983589e+00
1.0 6.683514e+01 2.052777e+01 1.049414e+01 1.179350e+01 1.016003e+01 9.893531e+00 1.008498e+01 3.261760e+03 7.770353e+00 9.797148e+00 1.089491e+02 7.770353e+00 9.785004e+00 8.592922e+00 7.781999e+00 8.016278e+00
1.0 6.683303e+01 1.573216e+01 1.097762e+01 1.221396e+01 1.013464e+01 9.893782e+00 1.008673e+01 1.632156e+01 7.770642e+00 9.945848e+00 1.589174e+01 7.770642e+00 9.870824e+00 8.011305e+00 7.782226e+00 8.014292e+00
1.0 6.683412e+01 4.658033e+01 9.896670e+00 1.123303e+01 1.019006e+01 9.893683e+00 1.005642e+01 1.825260e+03 7.770812e+00 1.012625e+01 1.815892e+02 7.770812e+00 1.007827e+01 8.577626e+00 7.782141e+00 7.988520e+00
1.0 6.683153e+01 1.767348e+01 1.037302e+01 1.140992e+01 1.015648e+01 9.893955e+00 1.004810e+01 1.956086e+01 7.770395e+00 9.482072e+00 1.929461e+01 7.770395e+00 9.456402e+00 8.055988e+00 7.782381e+00 7.968627e+00
1.0 6.683247e+01 1.179206e+01 1.023635e+01 1.102445e+01 1.007426e+01 9.893847e+00 1.005138e+01 9.923901e+00 7.770149e+00 8.805504e+00 9.916677e+00 7.770149e+00 8.805291e+00 7.923131e+00 7.782284e+00 7.965196e+00
1.0 6.683222e+01 1.203289e+01 9.895711e+00 1.096214e+01 1.008797e+01 9.893876e+00 1.007271e+01 1.108653e+01 7.769945e+00 9.304826e+00 1.102208e+01 7.769945e+00 9.295271e+00 7.939210e+00 7.782310e+00 7.992332e+00
1.0 6.683125e+01 4.824999e+01 1.017201e+01 1.183359e+01 1.020934e+01 9.893988e+00 1.008328e+01 4.162568e+03 7.769894e+00 1.172851e+01 2.563287e+02 7.769894e+00 1.120153e+01 9.085177e+00 7.782410e+00 8.027654e+00
1.0 6.683295e+01 7.669499e+01 9.896750e+00 1.194015e+01 1.048621e+01 9.893855e+00 1.009969e+01 2.274872e+03 7.770887e+00 1.596173e+01 2.671920e+02 7.770887e+00 1.287682e+01 9.139354e+00 7.782300e+00 8.090912e+00
1.0 6.683338e+01 8.567571e+01 9.896218e+00 1.065248e+01 1.033826e+01 9.893736e+00 1.005718e+01 2.448297e+03 7.770399e+00 8.716725e+00 3.065926e+02 7.770399e+00 8.716565e+00 9.127722e+00 7.782183e+00 7.968227e+00
1.0 6.683448e+01 2.967979e+01 1.039820e+01 1.160327e+01 1.020218e+01 9.893605e+00 1.005840e+01 3.707050e+03 7.770462e+00 9.995466e+00 1.582406e+02 7.770462e+00 9.905817e+00 8.987960e+00 7.782065e+00 7.985539e+00
1.0 6.683493e+01 1.337763e+01 1.035603e+01 1.136257e+01 1.008981e+01 9.893561e+00 1.005395e+01 1.344074e+01 7.770286e+00 9.415782e+00 1.316426e+01 7.770286e+00 9.379487e+00 7.955383e+00 7.782027e+00 7.972540e+00
1.0 6.683398e+01 1.598064e+01 1.083646e+01 1.172829e+01 1.010568e+01 9.893677e+00 1.005210e+01 2.654336e+03 7.770844e+00 9.035106e+00 7.442236e+01 7.770844e+00 9.033491e+00 8.528475e+00 7.782133e+00 7.969937e+00
1.0 6.683293e+01 1.463810e+01 9.895368e+00 1.084746e+01 1.012593e+01 9.893794e+00 1.006644e+01 1.568769e+01 7.769638e+00 9.140381e+00 1.534096e+01 7.769638e+00 9.133987e+00 8.002925e+00 7.782237e+00 7.983113e+00
1.0 6.683037e+01 1.839436e+01 1.012081e+01 1.080092e+01 1.011564e+01 9.894093e+00 1.004434e+01 2.656039e+03 7.769900e+00 8.648944e+00 7.681501e+01 7.769900e+00 8.648208e+00 8.455489e+00 7.782505e+00 7.950499e+00
3.85 2.019413e+01 3.338475e+01 2.796638e+01 2.873685e+01 2.660198e+01 2.628720e+01 2.651101e+01 4.181920e+01 2.708028e+01 2.825370e+01 3.833545e+01 2.700281e+01 2.817478e+01 2.430915e+01 2.462413e+01 2.493151e+01
3.85 2.020053e+01 3.756135e+01 2.762308e+01 2.947949e+01 2.663439e+01 2.626205e+01 2.652235e+01 1.781835e+03 2.731760e+01 3.219276e+01 9.800833e+01 2.709511e+01 3.100706e+01 2.500021e+01 2.459078e+01 2.502231e+01
3.85 2.020574e+01 8.345320e+01 2.787971e+01 2.971633e+01 2.682607e+01 2.627317e+01 2.654588e+01 3.177666e+03 2.941680e+01 3.902518e+01 2.519780e+02 2.799844e+01 3.342467e+01 2.607512e+01 2.466221e+01 2.521491e+01
3.85 2.019179e+01 3.811308e+01 2.765253e+01 2.945697e+01 2.673883e+01 2.628018e+01 2.656359e+01 9.307961e+01 2.777837e+01 3.915736e+01 5.623041e+01 2.725491e+01 3.310554e+01 2.489791e+01 2.462043e+01 2.522080e+01
3.85 2.019622e+01 3.068307e+01 2.736583e+01 2.866435e+01 2.651733e+01 2.624882e+01 2.646735e+01 3.688756e+01 2.604615e+01 3.290366e+01 3.362111e+01 2.603739e+01 2.997130e+01 2.421917e+01 2.454723e+01 2.496327e+01
3.85 2.018387e+01 3.504574e+01 2.818851e+01 2.917789e+01 2.667248e+01 2.629378e+01 2.652367e+01 7.191501e+01 2.705146e+01 2.873390e+01 4.469128e+01 2.699828e+01 2.865975e+01 2.460014e+01 2.463103e+01 2.496125e+01
3.85 2.017922e+01 1.206326e+02 2.812735e+01 2.967051e+01 2.706040e+01 2.632966e+01 2.655489e+01 3.761046e+03 3.210629e+01 3.784552e+01 3.866031e+02 2.921067e+01 3.328606e+01 2.717184e+01 2.478102e+01 2.518745e+01
3.85 2.019278e+01 3.907749e+01 2.747991e+01 2.902479e+01 2.674416e+01 2.627296e+01 2.649830e+01 1.308941e+03 2.641856e+01 3.413531e+01 8.539706e+01 2.640795e+01 3.102592e+01 2.547231e+01 2.459056e+01 2.503638e+01
3.85 2.016944e+01 3.803492e+01 2.759983e+01 2.826019e+01 2.657969e+01 2.630390e+01 2.650916e+01 1.999433e+03 2.881100e+01 2.974964e+01 1.154269e+02 2.735079e+01 2.831186e+01 2.492093e+01 2.467225e+01 2.494974e+01
3.85 2.018215e+01 2.938959e+01 2.816250e+01 2.896022e+01 2.656890e+01 2.633074e+01 2.654535e+01 3.017240e+01 2.817668e+01 2.948251e+01 3.001732e+01 2.805064e+01 2.933950e+01 2.421419e+01 2.470862e+01 2.500642e+01
3.85 2.019161e+01 3.184221e+01 2.748167e+01 2.835663e+01 2.656640e+01 2.628268e+01 2.649748e+01 7.214188e+01 2.638619e+01 2.983507e+01 4.137492e+01 2.637673e+01 2.842779e+01 2.442548e+01 2.460107e+01 2.494092e+01
3.85 2.017251e+01 3.959371e+01 2.858678e+01 2.942323e+01 2.670264e+01 2.634191e+01 2.655931e+01 3.788222e+03 3.222344e+01 3.353510e+01 1.586224e+02 2.931783e+01 3.066035e+01 2.612067e+01 2.479545e+01 2.509871e+01
3.85 2.018235e+01 3.241279e+01 2.775748e+01 2.835125e+01 2.664429e+01 2.632065e+01 2.650623e+01 4.068841e+01 2.827206e+01 2.914174e+01 3.641549e+01 2.721630e+01 2.809863e+01 2.442895e+01 2.469714e+01 2.494596e+01
3.85 2.019238e+01 4.181646e+01 2.761675e+01 2.898032e+01 2.680338e+01 2.628179e+01 2.651311e+01 9.964044e+01 2.868240e+01 3.737935e+01 6.236958e+01 2.729130e+01 3.177928e+01 2.499686e+01 2.464786e+01 2.511906e+01
3.85 2.019088e+01 3.745686e+01 2.812473e+01 2.985680e+01 2.673013e+01 2.628990e+01 2.654741e+01 1.339743e+03 2.786068e+01 3.361682e+01 7.765086e+01 2.766544e+01 3.187089e+01 2.522144e+01 2.464331e+01 2.509829e+01
3.85 2.018346e+01 6.127116e+01 2.773428e+01 2.887168e+01 2.681732e+01 2.629000e+01 2.651513e+01 2.590061e+03 2.857926e+01 3.465124e+01 2.020318e+02 2.723362e+01 3.055008e+01 2.622141e+01 2.465526e+01 2.506327e+01
3.85 2.017849e+01 4.730539e+01 2.835965e+01 2.986981e+01 2.681455e+01 2.632223e+01 2.657208e+01 3.490083e+03 3.030870e+01 3.521529e+01 1.697659e+02 2.860668e+01 3.207787e+01 2.611456e+01 2.472988e+01 2.516199e+01
3.85 2.018261e+01 2.937600e+01 2.754153e+01 2.839791e+01 2.655286e+01 2.626639e+01 2.650112e+01 3.117216e+01 2.848003e+01 2.975299e+01 2.973587e+01 2.703176e+01 2.832621e+01 2.415711e+01 2.461462e+01 2.493873e+01
3.85 2.017617e+01 3.336527e+01 2.794896e+01 2.973919e+01 2.666019e+01 2.631347e+01 2.656331e+01 4.391464e+01 2.932452e+01 3.700873e+01 3.911823e+01 2.787973e+01 3.274032e+01 2.453941e+01 2.470022e+01 2.518831e+01
3.85 2.017210e+01 3.133824e+01 2.832461e+01 2.984813e+01 2.666329e+01 2.633352e+01 2.659589e+01 3.987440e+01 3.045333e+01 3.740716e+01 3.517451e+01 2.865683e+01 3.279052e+01 2.446028e+01 2.474825e+01 2.523253e+01
3.85 2.018593e+01 3.267236e+01 2.744740e+01 2.848487e+01 2.660840e+01 2.628551e+01 2.650557e+01 7.159102e+01 2.635073e+01 3.016565e+01 4.209550e+01 2.633380e+01 2.873310e+01 2.451615e+01 2.460325e+01 2.496364e+01
3.85 2.019376e+01 3.031392e+01 2.814796e+01 2.944252e+01 2.660042e+01 2.629263e+01 2.655149e+01 3.528101e+01 2.967832e+01 3.405473e+01 3.235035e+01 2.818262e+01 3.112518e+01 2.430464e+01 2.468551e+01 2.510922e+01
3.85 2.016820e+01 5.680457e+01 2.797734e+01 2.938700e+01 2.699598e+01 2.634424e+01 2.663256e+01 3.613421e+03 3.138850e+01 3.556780e+01 1.959705e+02 2.858682e+01 3.154433e+01 2.630490e+01 2.478063e+01 2.524125e+01
3.85 2.019107e+01 3.807055e+01 2.761550e+01 2.859652e+01 2.660306e+01 2.626936e+01 2.651116e+01 4.012391e+02 2.616255e+01 2.777934e+01 7.664844e+01 2.615747e+01 2.776125e+01 2.440619e+01 2.457746e+01 2.491997e+01
3.85 2.018702e+01 7.135118e+01 2.725043e+01 2.807385e+01 2.667054e+01 2.627314e+01 2.647705e+01 5.418803e+02 2.588472e+01 2.717085e+01 1.580418e+02 2.588370e+01 2.716641e+01 2.452629e+01 2.457328e+01 2.486161e+01
3.85 2.017681e+01 3.292492e+01 2.809601e+01 2.948360e+01 2.670546e+01 2.633955e+01 2.658080e+01 6.886753e+01 3.177566e+01 3.849370e+01 4.158593e+01 2.892393e+01 3.283892e+01 2.477317e+01 2.478627e+01 2.523527e+01
3.85 2.016783e+01 3.213921e+01 2.808470e+01 2.909938e+01 2.663928e+01 2.634744e+01 2.655833e+01 1.287899e+03 2.811332e+01 3.196775e+01 6.206072e+01 2.770828e+01 3.014969e+01 2.487650e+01 2.471397e+01 2.506077e+01
3.85 2.018729e+01 3.766099e+01 2.794966e+01 2.861529e+01 2.665735e+01 2.631338e+01 2.651250e+01 3.155428e+03 3.155536e+01 3.246826e+01 1.263195e+02 2.869276e+01 2.964890e+01 2.557783e+01 2.474837e+01 2.501788e+01
3.85 2.016525e+01 3.921289e+01 2.785169e+01 2.890175e+01 2.672668e+01 2.633796e+01 2.656433e+01 1.843214e+03 2.698721e+01 3.145008e+01 1.028164e+02 2.693081e+01 2.908988e+01 2.514822e+01 2.468291e+01 2.506552e+01
3.85 2.018419e+01 6.911635e+01 2.771527e+01 2.852060e+01 2.677047e+01 2.628607e+01 2.648173e+01 7.351850e+03 3.116625e+01 3.252229e+01 3.642552e+02 2.829864e+01 2.965662e+01 2.750035e+01 2.469776e+01 2.497524e+01
3.85 2.019660e+01 3.206180e+01 2.761176e+01 2.912312e+01 2.657579e+01 2.625667e+01 2.651788e+01 4.440938e+01 2.895603e+01 3.554549e+01 3.791062e+01 2.749921e+01 3.138779e+01 2.443633e+01 2.461909e+01 2.509732e+01
3.85 2.018424e+01 3.534588e+01 2.839377e+01 2.923043e+01 2.664555e+01 2.633148e+01 2.655518e+01 6.942686e+02 3.048698e+01 3.184932e+01 6.987324e+01 2.894045e+01 3.030314e+01 2.484151e+01 2.475485e+01 2.506526e+01
3.85 2.019277e+01 4.067429e+01 2.792191e+01 2.916899e+01 2.673390e+01 2.630028e+01 2.655001e+01 1.624993e+03 2.818956e+01 3.210862e+01 1.049138e+02 2.774800e+01 3.037097e+01 2.550716e+01 2.466123e+01 2.507036e+01
3.85 2.018794e+01 3.927647e+01 2.739151e+01 2.924898e+01 2.677074e+01 2.625588e+01 2.655047e+01 5.955263e+02 2.602092e+01 3.372590e+01 7.072782e+01 2.601008e+01 3.085702e+01 2.504432e+01 2.455403e+01 2.510076e+01
3.85 2.018793e+01 8.544242e+01 2.752939e+01 2.973251e+01 2.687104e+01 2.630085e+01 2.661109e+01 8.325510e+02 2.639803e+01 3.349029e+01 2.038281e+02 2.639386e+01 3.171895e+01 2.515848e+01 2.462635e+01 2.518112e+01
3.85 2.018843e+01 5.214891e+01 2.746660e+01 2.843913e+01 2.678407e+01 2.627652e+01 2.651765e+01 3.583861e+03 2.841898e+01 2.993545e+01 1.915345e+02 2.699957e+01 2.853385e+01 2.597722e+01 2.462986e+01 2.496980e+01
4.395 2.246364e+00 2.540286e+02 2.874483e+02 2.540286e+02 1.339956e+02 1.971416e+02 1.339956e+02 1.072225e+03 1.250490e+03 1.072225e+03 6.773978e+02 7.845538e+02 6.773978e+02 5.972444e+00 4.475821e+02 2.807572e+02
4.395 3.005809e+00 2.556912e+02 2.920284e+02 2.556912e+02 1.170009e+02 1.710921e+02 1.170009e+02 6.566353e+02 7.677905e+02 6.566353e+02 5.916303e+02 6.900499e+02 5.916303e+02 3.640562e+00 3.202368e+02 2.045471e+02
4.395 2.653754e+00 2.529042e+02 2.853424e+02 2.529042e+02 1.276893e+02 1.759772e+02 1.276893e+02 1.237351e+03 1.430778e+03 1.237351e+03 7.422242e+02 8.541408e+02 7.422242e+02 5.194512e+00 4.100611e+02 2.759810e+02
4.395 2.013778e+00 2.621963e+02 3.093508e+02 2.621963e+02 1.319055e+02 2.204617e+02 1.319055e+02 8.523037e+02 1.038472e+03 8.523037e+02 6.615842e+02 8.016570e+02 6.615842e+02 3.954223e+00 4.562945e+02 2.501545e+02
4.395 2.529708e+00 1.398364e+02 1.588219e+02 1.398364e+02 1.056795e+02 1.461723e+02 1.056795e+02 2.087401e+02 2.412275e+02 2.087401e+02 2.084083e+02 2.408277e+02 2.084083e+02 2.001507e+00 2.159050e+02 1.490264e+02
4.395 2.676717e+00 2.234210e+02 2.379604e+02 2.234210e+02 1.337852e+02 1.665539e+02 1.337852e+02 5.275925e+02 5.678428e+02 5.275925e+02 4.721149e+02 5.075481e+02 4.721149e+02 5.350958e+00 2.871832e+02 2.233636e+02
4.395 2.570911e+00 2.483743e+02 2.750177e+02 2.483743e+02 1.411283e+02 1.797351e+02 1.411283e+02 1.336493e+03 1.613792e+03 1.336493e+03 7.362841e+02 8.650407e+02 7.362841e+02 4.365147e+00 4.572411e+02 3.236096e+02
4.395 2.354739e+00 2.193974e+02 2.382518e+02 2.193974e+02 1.115696e+02 1.751635e+02 1.115696e+02 4.774993e+02 5.222863e+02 4.774993e+02 4.461743e+02 4.878220e+02 4.461743e+02 2.960848e+00 3.015338e+02 1.834294e+02
4.395 2.577362e+00 2.436379e+02 2.561298e+02 2.436379e+02 1.493060e+02 1.750428e+02 1.493060e+02 7.076172e+02 7.578463e+02 7.076172e+02 5.735755e+02 6.118612e+02 5.735755e+02 4.833537e+00 3.215448e+02 2.663667e+02
4.395 2.861326e+00 1.909928e+02 2.037887e+02 1.909928e+02 1.277780e+02 1.537838e+02 1.277780e+02 3.460673e+02 3.749354e+02 3.460673e+02 3.387030e+02 3.666079e+02 3.387030e+02 3.681471e+00 2.460558e+02 1.989047e+02
4.395 2.558280e+00 2.767871e+02 3.026163e+02 2.767871e+02 1.350367e+02 1.939700e+02 1.350367e+02 1.755635e+03 1.952758e+03 1.755635e+03 9.134471e+02 1.012460e+03 9.134471e+02 6.691215e+00 5.434858e+02 3.524075e+02
4.395 2.781097e+00 2.802795e+02 3.182849e+02 2.802795e+02 1.274647e+02 1.866305e+02 1.274647e+02 1.951283e+03 2.276669e+03 1.951283e+03 9.887221e+02 1.147569e+03 9.887221e+02 6.362901e+00 5.605884e+02 3.452186e+02
4.395 2.541800e+00 2.221752e+02 2.035775e+02 2.221752e+02 1.329756e+02 1.630274e+02 1.329756e+02 1.158805e+03 3.652084e+02 1.158805e+03 6.318136e+02 3.586476e+02 6.318136e+02 4.404259e+00 2.618218e+02 2.886216e+02
4.395 2.658616e+00 1.867276e+02 2.042042e+02 1.867276e+02 1.234139e+02 1.610004e+02 1.234139e+02 3.259430e+02 3.624884e+02 3.259430e+02 3.218038e+02 3.576732e+02 3.218038e+02 2.763282e+00 2.585707e+02 1.909867e+02
4.395 2.394855e+00 2.668004e+02 2.858332e+02 2.668004e+02 1.565714e+02 1.969730e+02 1.565714e+02 6.725356e+02 7.263939e+02 6.725356e+02 5.985989e+02 6.460769e+02 5.985989e+02 4.582769e+00 3.698082e+02 2.838668e+02
4.395 2.815306e+00 1.615801e+02 1.734945e+02 1.615801e+02 1.175250e+02 1.447002e+02 1.175250e+02 2.600103e+02 2.818636e+02 2.600103e+02 2.584887e+02 2.801834e+02 2.584887e+02 2.821730e+00 2.188902e+02 1.726577e+02
4.395 3.210639e+00 1.766226e+02 2.134497e+02 1.766226e+02 1.049185e+02 1.476824e+02 1.049185e+02 3.312893e+02 4.163611e+02 3.312893e+02 3.218732e+02 4.037073e+02 3.218732e+02 2.010045e+00 2.396138e+02 1.579353e+02
4.395 2.165308e+00 2.793174e+02 3.100055e+02 2.793174e+02 1.469014e+02 2.147582e+02 1.469014e+02 7.257623e+02 8.234399e+02 7.257623e+02 6.403780e+02 7.243126e+02 6.403780e+02 5.462877e+00 4.201044e+02 2.707941e+02
