PMMA AvgEnergyPrim Dose DosePrim DoseProt DLET DLETPrim DLETProt TLET TLETPrim TLETProt dQ dQPrim dQProt tQ tQPrim tQProt dZeff2Beta2 dZeff2Beta2Prim dZeff2Beta2Prot tZeff2Beta2 tZeff2Beta2Prim tZeff2Beta2Prot
3.000 4.695039e+01 3.341914e-02 2.903074e-02 2.945167e-02 6.848961e+01 5.228677e+01 5.461912e+01 4.676043e+01 5.202946e+01 5.224589e+01 1.579301e+00 8.510798e-02 1.406256e-01 9.119940e-02 8.525807e-02 8.983564e-02 1.067234e+02 4.265791e+01 5.081323e+01 2.943223e+01 4.273326e+01 4.326115e+01
3.000 4.694794e+01 3.349628e-02 2.902818e-02 2.956143e-02 6.252938e+01 5.203552e+01 6.087321e+01 4.665826e+01 5.203168e+01 5.243663e+01 2.877697e+00 8.511677e-02 2.092023e-01 1.224357e-01 8.526255e-02 9.310631e-02 1.060504e+02 4.266201e+01 6.809265e+01 2.980655e+01 4.273535e+01 4.381707e+01
3.000 4.694952e+01 3.349533e-02 2.898445e-02 2.949124e-02 7.231369e+01 5.206849e+01 5.730144e+01 4.684070e+01 5.203026e+01 5.236240e+01 3.408148e+00 8.511177e-02 1.538255e-01 1.342247e-01 8.525971e-02 9.039631e-02 1.431972e+02 4.265968e+01 5.608773e+01 3.021248e+01 4.273402e+01 4.347798e+01
3.000 4.695040e+01 3.353893e-02 2.907571e-02 2.950856e-02 5.757620e+01 5.203182e+01 5.492761e+01 4.665146e+01 5.202949e+01 5.226297e+01 1.544156e+00 8.510938e-02 1.429783e-01 9.308158e-02 8.525816e-02 8.996930e-02 8.120465e+01 4.265856e+01 5.188014e+01 2.942019e+01 4.273330e+01 4.329945e+01
3.000 4.694946e+01 3.359620e-02 2.903362e-02 2.948250e-02 6.121004e+01 5.203288e+01 5.425516e+01 4.671593e+01 5.203033e+01 5.227154e+01 1.693684e+00 8.511150e-02 1.167100e-01 9.846016e-02 8.525984e-02 8.790938e-02 8.158268e+01 4.265955e+01 4.846541e+01 2.953757e+01 4.273408e+01 4.316986e+01
3.000 4.694906e+01 3.357257e-02 2.900782e-02 2.945683e-02 6.560776e+01 5.206448e+01 5.558240e+01 4.667858e+01 5.203068e+01 5.228593e+01 1.871392e+00 8.511277e-02 1.014548e-01 9.848549e-02 8.526055e-02 8.613931e-02 1.096439e+02 4.266014e+01 4.927867e+01 2.958955e+01 4.273442e+01 4.311000e+01
3.000 4.694842e+01 3.368273e-02 2.898282e-02 2.941856e-02 9.152025e+01 5.218824e+01 5.487602e+01 4.698610e+01 5.203125e+01 5.227427e+01 3.058218e+00 8.511383e-02 9.785255e-02 1.221079e-01 8.526169e-02 8.604774e-02 1.926865e+02 4.266063e+01 4.769802e+01 3.039200e+01 4.273495e+01 4.307313e+01
3.000 4.694710e+01 3.325006e-02 2.891786e-02 2.932948e-02 5.504970e+01 5.203437e+01 5.282090e+01 4.653551e+01 5.203245e+01 5.220661e+01 1.268403e-01 8.511447e-02 1.055935e-01 5.931792e-02 8.526411e-02 8.755215e-02 5.207361e+01 4.266094e+01 4.501354e+01 2.881195e+01 4.273607e+01 4.303715e+01
3.000 4.694871e+01 3.336658e-02 2.884863e-02 2.929519e-02 6.983250e+01 5.203466e+01 5.345353e+01 4.667383e+01 5.203100e+01 5.223930e+01 1.233310e+00 8.511508e-02 1.226487e-01 8.149793e-02 8.526118e-02 8.934023e-02 1.162101e+02 4.266121e+01 4.728108e+01 2.933104e+01 4.273471e+01 4.317058e+01
3.000 4.694913e+01 3.340510e-02 2.895433e-02 2.938769e-02 6.024014e+01 5.204087e+01 5.401521e+01 4.656930e+01 5.203062e+01 5.223317e+01 8.173783e-01 8.511327e-02 1.169584e-01 7.197357e-02 8.526043e-02 8.784667e-02 8.156995e+01 4.266038e+01 4.830499e+01 2.892313e+01 4.273436e+01 4.312028e+01
